País Português,22/01/20,23/01/20,24/01/20,25/01/20,26/01/20,27/01/20,28/01/20,29/01/20,30/01/20,31/01/20,01/02/20,02/02/20,03/02/20,04/02/20,05/02/20,06/02/20,07/02/20,08/02/20,09/02/20,10/02/20,11/02/20,12/02/20,13/02/20,14/02/20,15/02/20,16/02/20,17/02/20,18/02/20,19/02/20,20/02/20,21/02/20,22/02/20,23/02/20,24/02/20,25/02/20,26/02/20,27/02/20,28/02/20,29/02/20,01/03/20,02/03/20,03/03/20,04/03/20,05/03/20,06/03/20,07/03/20,08/03/20,09/03/20,10/03/20,11/03/20,12/03/20,13/03/20,14/03/20,15/03/20,16/03/20,17/03/20,18/03/20,19/03/20,20/03/20,21/03/20,22/03/20,23/03/20,24/03/20,25/03/20,26/03/20,27/03/20,28/03/20,29/03/20,30/03/20,31/03/20,01/04/20,02/04/20,03/04/20,04/04/20,05/04/20,06/04/20,07/04/20,08/04/20,09/04/20,10/04/20,11/04/20,12/04/20,13/04/20,14/04/20,15/04/20,16/04/20,17/04/20,18/04/20
Líbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0146,0.0146,0.0146,0.0437,0.1164,0.1164,0.1455,0.1455,0.1601,0.1601,0.262,0.262,0.2765,0.2911,0.3056,0.3493,0.3493,0.3493,0.3638,0.3784,0.5094,0.6986,0.7131,0.7131,0.7131
Liechtenstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,2.6227,10.491,10.491,10.491,18.3592,73.4368,73.4368,73.4368,97.0415,97.0415,133.76,133.76,133.76,146.8737,146.8737,146.8737,146.8737,162.6102,178.3466,178.3466,196.7058,196.7058,201.9513,201.9513,201.9513,204.5741,204.5741,204.5741,207.1968,207.1968,207.1968,207.1968,207.1968,207.1968,207.1968,207.1968,207.1968
Lituânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.0367,0.1102,0.1102,0.2204,0.2939,0.4408,0.6245,0.9183,0.9918,1.3224,1.8,3.0489,5.2529,6.5753,7.6774,10.0651,10.9834,13.1507,14.4731,16.8975,18.0363,19.726,21.3423,23.8402,25.5667,28.3218,29.7911,30.9666,32.3257,33.5012,35.0808,36.6971,37.6889,38.6807,39.0113,39.3052,40.0766,41.4357,42.2071,45.5132
Luxemburgo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1598,0.1598,0.1598,0.1598,0.1598,0.1598,0.3195,0.3195,0.4793,0.4793,0.7988,1.1183,3.0353,5.4315,8.1473,9.4253,12.3008,22.365,32.4293,53.5163,77.319,107.0325,127.4805,139.7813,175.5653,212.9468,232.1168,256.3988,292.5023,311.5125,317.583,347.9356,370.4603,397.2983,417.2671,435.9578,447.9391,454.1693,474.4576,484.6816,497.6213,514.8743,522.3826,524.1398,525.8971,528.2933,538.8368,550.1791,555.9301,565.0358
MS Zaandam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.3494,109.3494,109.3494,109.3494,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722,492.0722
Madagascar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0108,0.0108,0.0433,0.0614,0.0686,0.0831,0.0939,0.0939,0.1408,0.1553,0.2058,0.2058,0.2131,0.2528,0.2528,0.26,0.2961,0.3178,0.3358,0.3358,0.3358,0.3684,0.3828,0.3828,0.39,0.3972,0.4009,0.4225,0.4334
Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.0157,0.0209,0.0209,0.0261,0.0418,0.0418,0.0418,0.047,0.0627,0.068,0.0836,0.0836,0.0836,0.0836,0.0889,0.0889
Malásia,0.0,0.0,0.0,0.0093,0.0124,0.0124,0.0124,0.0216,0.0247,0.0247,0.0247,0.0247,0.0247,0.0309,0.0371,0.0371,0.0371,0.0494,0.0494,0.0556,0.0556,0.0556,0.0587,0.0587,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.068,0.0711,0.0711,0.0772,0.0896,0.0896,0.1112,0.1545,0.1545,0.2564,0.2873,0.3059,0.3615,0.3986,0.4604,0.4604,0.6087,0.7353,1.3224,1.7487,2.0793,2.4408,2.7807,3.1824,3.6551,4.0351,4.6901,5.0176,5.549,6.2751,6.6768,7.168,7.6315,8.1135,8.546,8.9847,9.6274,10.2978,10.7613,11.3143,11.7191,12.2443,12.7263,13.0631,13.4277,13.9962,14.4689,14.8829,15.4081,15.6708,16.0106,16.2238,16.3907
Maldivas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,1.11,1.48,1.48,1.665,1.85,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.405,2.96,2.96,3.145,3.145,3.33,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.515,3.7,3.7,3.7,4.07,4.625,5.18,6.475
Mali,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0198,0.0543,0.0889,0.0889,0.1235,0.1383,0.1531,0.1778,0.1926,0.2025,0.2222,0.2321,0.2765,0.2913,0.3654,0.4296,0.4296,0.5185,0.6074,0.7111,0.7308,0.8444,0.8444,1.0666
Malta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6794,0.6794,0.6794,1.1324,1.3589,1.3589,2.7177,4.0766,4.756,6.7944,8.6062,8.6062,12.0034,14.4946,16.5329,20.3831,24.2332,24.9126,29.2157,30.3481,31.4805,33.7453,34.1983,35.3306,38.2749,42.578,44.3898,45.7487,48.2399,51.4106,54.5813,66.3582,67.7171,76.3233,79.2675,83.797,85.6089,86.9677,89.0061,90.3649,93.3091,95.5739,96.4798
Mauritânia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0215,0.0215,0.0215,0.0215,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.0645,0.0645,0.1075,0.1075,0.1075,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.129,0.1505,0.1505,0.1505,0.1505,0.1505,0.1505,0.1505,0.1505,0.1505,0.1505
Ilhas Maurício,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2359,0.2359,0.9436,1.1008,2.2017,2.8307,3.3025,3.7743,6.3691,7.3913,8.0203,8.4135,10.0647,11.2442,12.6595,13.2886,14.6253,15.4116,17.8492,19.1859,21.073,21.4662,24.69,25.0046,25.0832,25.4763,25.4763,25.4763,25.4763,25.4763,25.4763,25.555
México,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008,0.0031,0.0039,0.0039,0.0039,0.0039,0.0039,0.0047,0.0047,0.0054,0.0054,0.0054,0.0062,0.0093,0.0093,0.0202,0.0318,0.0411,0.0636,0.0721,0.0915,0.1272,0.1574,0.1947,0.2451,0.2846,0.3141,0.3684,0.4537,0.5561,0.6577,0.7702,0.8485,0.9424,1.0688,1.1712,1.3092,1.4659,1.6621,1.8917,2.16,2.4672,2.6688,2.9814,3.2722,3.6151,3.8888,4.1875,4.5349,4.8839,5.3322
Moldávia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0248,0.0744,0.0744,0.0744,0.1487,0.2975,0.5702,0.5702,0.7437,0.7437,1.2147,1.6361,1.9832,2.3302,2.7021,3.0987,3.6936,4.3877,4.9331,5.7264,6.5196,7.3873,8.7507,10.486,12.5187,14.6506,18.6417,21.4181,23.9219,26.1777,29.1029,31.9537,35.6473,38.6716,41.2002,42.4397,47.9429,50.7937,53.3966,56.1235,58.9495
Mónaco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,2.5483,5.0966,5.0966,5.0966,5.0966,17.838,17.838,17.838,17.838,28.0312,28.0312,58.6107,58.6107,58.6107,78.997,84.0936,107.0282,107.0282,117.2213,124.8662,132.5111,140.156,152.8974,163.0906,168.1871,186.0252,196.2183,201.3149,206.4115,214.0564,229.3461,234.4427,236.991,236.991,236.991,236.991,236.991,239.5393,239.5393
Mongólia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.0305,0.1525,0.183,0.183,0.183,0.305,0.305,0.305,0.305,0.305,0.3355,0.3355,0.366,0.366,0.366,0.366,0.4271,0.4271,0.4271,0.4271,0.4271,0.4576,0.4576,0.4881,0.4881,0.4881,0.4881,0.4881,0.5186,0.9151,0.9151,0.9456,0.9456,0.9456
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3184,0.3184,0.4777,2.2291,2.2291,3.3436,4.2989,7.4833,8.2794,10.9861,13.056,13.3744,13.5336,14.4889,17.3549,19.5839,22.9275,27.7041,32.003,34.0729,37.098,38.3718,39.4863,40.1232,40.6008,41.8746,43.3076,43.626,45.059,45.8551,48.2433,48.2433,48.8802
Marrocos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0027,0.0027,0.0054,0.0054,0.0054,0.0054,0.0054,0.0081,0.0135,0.0163,0.019,0.0461,0.0759,0.0786,0.103,0.1328,0.1707,0.2086,0.2601,0.3116,0.3874,0.4606,0.6096,0.745,0.9347,1.0891,1.2977,1.5063,1.6716,1.7719,1.9182,2.143,2.4898,2.7661,3.0344,3.2078,3.4543,3.7225,3.923,4.1858,4.5001,4.7764,5.1151,5.4835,6.1852,6.9465,7.2743
Moçambique,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032,0.0032,0.0096,0.016,0.0224,0.0224,0.0256,0.0256,0.0256,0.0256,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.0544,0.0544,0.064,0.064,0.0672,0.0672,0.0896,0.0928,0.0992,0.1088,0.112
Namíbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0787,0.0787,0.0787,0.0787,0.0787,0.1181,0.1181,0.1181,0.1181,0.1574,0.2755,0.2755,0.3148,0.3148,0.3148,0.4329,0.4329,0.4329,0.551,0.551,0.551,0.551,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297,0.6297
Nepal,0.0,0.0,0.0,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0034,0.0069,0.0069,0.0103,0.0103,0.0137,0.0172,0.0172,0.0172,0.0172,0.0172,0.0206,0.0206,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0309,0.0412,0.048,0.0549,0.0549,0.0549,0.103,0.1064
Países Baixos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0058,0.035,0.0584,0.105,0.1401,0.2218,0.4786,0.747,1.0972,1.5466,1.8734,2.2294,2.9355,2.9355,4.7039,5.6143,6.6414,8.2638,9.9855,12.0106,14.3975,17.5257,21.2432,24.6106,27.803,32.5652,37.5725,43.5836,50.4643,57.3042,63.788,68.9646,73.9253,79.9306,86.3035,92.3322,97.6196,104.7746,110.4531,115.0227,120.7012,127.827,135.6824,143.3976,150.255,155.8809,160.9583,165.2536,171.4807,178.6941,185.388
Nova Zelândia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.0207,0.0207,0.0207,0.0207,0.0622,0.0622,0.0829,0.1037,0.1037,0.1037,0.1037,0.1037,0.1037,0.1037,0.1244,0.1659,0.1659,0.2488,0.4147,0.5806,0.8088,1.0783,2.1152,2.1152,3.2143,4.2511,5.8687,7.6313,9.3525,10.659,12.2143,13.417,14.682,16.5276,18.0,19.7004,21.546,22.9354,24.0552,25.0921,25.6935,26.6059,27.2073,27.5806,27.9746,28.3271,28.7419,29.0529,29.2188,29.4884
Nicarágua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151,0.0151,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0302,0.0604,0.0604,0.0604,0.0755,0.0755,0.0755,0.0755,0.0755,0.0906,0.0906,0.0906,0.0906,0.1057,0.1057,0.1208,0.1359,0.1359,0.1359,0.1359,0.1359,0.1359,0.1359
Níger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0041,0.0083,0.0124,0.0124,0.0289,0.0413,0.0413,0.0413,0.0744,0.1115,0.1115,0.3057,0.4048,0.4957,0.5949,0.7601,1.0452,1.1484,1.4128,1.6937,1.8094,2.0284,2.1854,2.1854,2.3547,2.4126,2.4126,2.5902,2.6398
Nigéria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0015,0.0039,0.0039,0.0058,0.0107,0.0146,0.0194,0.0213,0.0247,0.0315,0.034,0.0432,0.0538,0.0635,0.0655,0.0844,0.0893,0.1019,0.1038,0.1125,0.1155,0.1232,0.1339,0.1397,0.148,0.1543,0.1567,0.1664,0.1809,0.1974,0.2144,0.2392,0.2629
Macedônia do Norte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.144,0.144,0.144,0.144,0.336,0.336,0.336,0.672,0.672,0.672,0.864,1.248,1.68,2.304,3.2159,4.0799,5.5199,6.5279,7.1039,8.4958,9.6478,10.5118,11.5678,12.4318,13.6797,15.7917,16.9917,18.4316,20.6396,23.1835,26.6395,27.3595,28.7514,29.6154,31.8234,34.1273,36.4793,39.7432,40.9912,43.5831,46.7511,51.887,53.615,56.1589
Noruega,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0184,0.1107,0.2767,0.3505,0.4611,0.5903,1.033,1.6048,1.9922,2.7116,3.2465,3.7814,7.3784,11.0307,12.9491,18.3722,20.1061,22.5225,24.5885,26.9864,28.5912,32.2066,35.3056,39.0685,43.9936,48.3469,52.8108,56.8873,62.1444,69.2646,74.0605,79.0225,81.9923,85.6077,89.7027,94.9414,99.0548,102.3751,104.9022,108.1856,112.2621,112.2621,114.5679,116.4678,118.2202,120.3599,121.7987,122.1676,124.3258,127.2033,127.9596,129.7858
Omã,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392,0.0392,0.0783,0.0783,0.0783,0.1175,0.1175,0.1175,0.235,0.2937,0.3133,0.3133,0.3133,0.3133,0.3133,0.3525,0.3525,0.3525,0.3721,0.3721,0.4308,0.4308,0.47,0.7637,0.94,0.94,1.0183,1.077,1.2924,1.6449,1.9387,2.1345,2.5653,2.9765,3.2703,3.5052,3.7598,4.1123,4.5235,4.9348,5.4243,5.8356,6.4818,7.2651,8.205,8.9492,9.4779,10.692,11.7299,14.2364,15.9205,17.82,19.9545,20.9336,23.1072
Paquistão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0009,0.0009,0.0018,0.0018,0.0018,0.0023,0.0023,0.0023,0.0027,0.0027,0.0027,0.0027,0.0072,0.0086,0.0091,0.0127,0.014,0.024,0.0616,0.1068,0.1354,0.2055,0.2268,0.3305,0.3513,0.3961,0.44,0.4812,0.5437,0.6216,0.6768,0.723,0.7773,0.8774,0.9588,1.096,1.216,1.2757,1.4292,1.7049,1.8267,1.9299,2.0322,2.1255,2.2685,2.3677,2.4881,2.6425,2.8896,3.1323,3.1803,3.4578
Panamá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.1854,0.2549,0.6258,0.8343,0.9966,1.2747,1.5992,1.9932,2.5262,3.1751,4.6352,7.2542,7.9958,7.9958,10.2671,12.9323,15.6208,18.2165,20.8818,22.9213,27.3711,27.3711,30.5231,34.1849,38.7738,41.7404,46.0743,48.6701,52.1233,58.5895,63.781,68.9261,74.9519,78.7992,80.4678,82.8318,86.934,93.0757,97.5719
Papua-Nova Guiné,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0112,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0224,0.0782,0.0782,0.0782
Paraguai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.014,0.014,0.0701,0.0701,0.0841,0.0841,0.0841,0.1122,0.1262,0.1542,0.1542,0.1823,0.2524,0.3084,0.3084,0.3785,0.5187,0.5748,0.7291,0.7851,0.8272,0.8973,0.9113,0.9674,1.0796,1.2899,1.3459,1.4581,1.5843,1.6123,1.6684,1.7385,1.8086,1.8647,1.8787,2.061,2.2292,2.2573,2.4395,2.79,2.8321
